Project Name,Project Version,Package Path,Package Type,Component Name,Component Version Name,Component Description,Component Origin Id(s),Component Origin Namespace(s),Component Usage,Component Match Type(s),Download URL,Component Modified,License(s),License Family(ies),Vulnerability Name(s),Vulnerability Description,Vulnerability Source(s),Vulnerability Published Date,Vulnerability Updated Date,Base Score - cvss2,Severity - cvss2,Base Score - cvss3,Severity - cvss3,Remediation Info - Overall Score,ExploitAvailable,WorkaroundAvailable,SolutionAvailable,Remediation Status,Remediation Comment,Remediation CreatedAt,Upgrade Guidance - Short Term,Upgrade Guidance - Long Term
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/etc/skel/.bashrc#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,Bash,4.4,,"bash-sh/4.4-150400.25.22/x86_64, bash/4.4-150400.25.22/x86_64",opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",http://www.gnu.org/software/bash/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,CVE-2016-7543 (BDSA-2016-0493) ,Bash before 4.4 allows local users to execute arbitrary commands with root privileges via crafted SHELLOPTS and PS4 environment variables.,"NVD, BDSA",2017-01-19T20:59:00.000Z,2018-01-05T02:31:00.000Z,7.2,HIGH,8.4,HIGH,8.4,False,False,False,NEW,,2023-01-26T01:06:05.889Z,Not available,5.1.12
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/bash#,,Bash,,,,,UNSPECIFIED,BINARY,http://www.gnu.org/software/bash/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,beorn7-perks,v1.0.1,,beorn7/perks:v1.0.1,github,UNSPECIFIED,BINARY,https://github.com/beorn7/perks,False,MIT License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/container-suseconnect#,,blackfriday,v2.1.0,,russross/blackfriday:v2.1.0,github,UNSPECIFIED,BINARY,https://github.com/russross/blackfriday,False,"BSD 2-clause ""Simplified"" License",Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/lib64/libboost_thread.so.1.66.0#,,Boost C++ Libraries - boost,,,,,UNSPECIFIED,BINARY,https://www.boost.org/,False,Boost Software License 1.0,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,,,Boost C++ Libraries - boost,1.66.0,,"libboost_system1_66_0/1.66.0-12.3.1/x86_64, libboost_thread1_66_0/1.66.0-12.3.1/x86_64, boost-license1_66_0/1.66.0-12.3.1/noarch",opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",https://www.boost.org/,False,Boost Software License 1.0,Notice,BDSA-2018-2656,"Boost is vulnerable to a denial-of-service (DoS) due to a flaw in a function which can be triggered by a crafted file, to cause a buffer over-read.",BDSA,2018-08-07T11:10:09.499Z,2018-08-07T11:10:09.490Z,4.3,LOW,5.5,MEDIUM,4.8,True,False,False,NEW,,2023-01-26T01:06:05.889Z,Not available,Not available
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,,,Boost C++ Libraries - boost,1.66.0,,"libboost_system1_66_0/1.66.0-12.3.1/x86_64, libboost_thread1_66_0/1.66.0-12.3.1/x86_64, boost-license1_66_0/1.66.0-12.3.1/noarch",opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",https://www.boost.org/,False,Boost Software License 1.0,Notice,BDSA-2018-1263,"The boost library incorrectly casts one pointer type to another, potentially allowing for memory corruption via type confusion.  This could lead to a denial-of-service (*DoS*) of the linked application.",BDSA,2018-05-03T15:46:11.431Z,2018-05-03T15:46:11.424Z,4.3,LOW,5.3,MEDIUM,5.0,True,False,False,NEW,,2023-01-26T01:06:05.889Z,Not available,Not available
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/lib64/libbrotlicommon.so.1.0.7#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,brotli,v1.0.7,,libbrotlicommon1/1.0.7-3.3.1/x86_64,opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",https://github.com/google/brotli,False,MIT License,Notice,CVE-2020-8927 (BDSA-2020-2565) ,"A buffer overflow exists in the Brotli library versions prior to 1.0.8 where an attacker controlling the input length of a ""one-shot"" decompression request to a script can trigger a crash, which happens when copying over chunks of data larger than 2 GiB. It is recommended to update your Brotli library to 1.0.8 or later. If one cannot update, we recommend to use the ""streaming"" API as opposed to the ""one-shot"" API, and impose chunk size limits.","NVD, BDSA",2020-09-15T10:15:00.000Z,2022-04-22T18:53:00.000Z,6.4,MEDIUM,6.5,MEDIUM,6.5,False,False,False,NEW,,2023-01-26T01:06:05.889Z,v1.0.9,v1.0.9
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/lib64/libbrotlidec.so.1.0.7#,,brotli,,,,,UNSPECIFIED,BINARY,https://github.com/google/brotli,False,MIT License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/lib64/libbz2.so.1.0.6#,,Bzip2,1.0.8,,"Unknown, libbz2-1/1.0.8-150400.1.122/x86_64","opensuse, unknown",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH, BINARY",http://www.bzip.org/,False,Bzip2 License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/lib/ca-certificates/#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,ca-certificates,2+git20210309.21162a6,,ca-certificates/2+git20210309.21162a6-2.1/noarch,opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT, FILE_EXACT_FILE_MATCH",https://fedoraproject.org/wiki/CA-Certificates,False,GNU General Public License v2.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/lib/perl5/5.26.1/Carp.pm#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,Carp,1.42,,perl-Carp/1.42-395.module_1675+7c48d950/noarch,fedora,UNSPECIFIED,FILE_EXACT_FILE_MATCH,http://search.cpan.org/dist/Carp/,False,"Artistic License 1.0, GNU General Public License v1.0 or later","Notice, Reciprocal - No Linking",,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,cespare/xxhash,v2.1.1,,cespare/xxhash:v2.1.1,github,UNSPECIFIED,BINARY,https://github.com/cespare/xxhash,False,MIT License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,client-go,v0.23.0,,kubernetes/client-go:v0.23.0,github,UNSPECIFIED,BINARY,https://github.com/kubernetes/client-go,False,Apache License 2.0,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,client_golang,,,,,UNSPECIFIED,BINARY,https://github.com/prometheus/client_golang,False,Apache License 2.0,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/container-suseconnect#,,cpuguy83-go-md2man,2.0.2,,cpuguy83/go-md2man:v2.0.2,github,UNSPECIFIED,BINARY,https://github.com/cpuguy83/go-md2man,False,MIT License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/cracklib/pw_dict.hwm#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,cracklib,v2.9.7,,"cracklib-dict-small/2.9.7-11.6.1/x86_64, cracklib-dict-small/2.9.7-1.1/riscv64, libcrack2/2.9.7-11.6.1/x86_64, cracklib/2.9.7-11.6.1/x86_64",opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",http://sourceforge.net/projects/cracklib,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/lib64/libcrack.so.2.9.0#,,cracklib,,,,,UNSPECIFIED,BINARY,http://sourceforge.net/projects/cracklib,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/etc/crypto-policies/back-ends/#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,crypto-policies,20210917.c9d86d1,,crypto-policies/20210917.c9d86d1-150400.1.7/noarch,opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT, FILE_EXACT_FILE_MATCH, FILE_SOME_FILES_MODIFIED",https://github.com/nmav/fedora-crypto-policies,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/crypto-policies/back-ends/DEFAULT/bind.config#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,crypto-policies,20190816git,,crypto-policies/20190816git-1/all,debian,UNSPECIFIED,FILE_EXACT_FILE_MATCH,https://gitlab.com/redhat-crypto/fedora-crypto-policies/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/crypto-policies/back-ends/FIPS/nss.config#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,crypto-policies,20211116,,crypto-policies/20211116-1.gitae470d6.el8/noarch,redhat,UNSPECIFIED,FILE_EXACT_FILE_MATCH,https://gitlab.com/redhat-crypto/fedora-crypto-policies,False,GNU Library General Public License v2 or later,Reciprocal - Limited Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,BDSA-2023-0018,"curl built with the `libssh` back end is vulnerable to host public key validation bypass. Using this back end causes public key fingerprint checking via the `--hostpubsha256` argument to be ignored, and allows connections with a mismatched fingerprint to continue. This may cause a victim to unwittingly connect to a host with a changed identity.

**Note**: The vendor has disputed that this is not a security issue, since it is stated in the [API documentation](https://github.com/curl/curl/blob/master/docs/libcurl/opts/CURLOPT_SSH_HOST_PUBLIC_KEY_SHA256.3) for `CURLOPT_SSH_HOST_PUBLIC_KEY_SHA256` that this option requires the `libssh2` back end.",BDSA,2023-01-09T14:59:15.192Z,2023-01-09T14:59:15.181Z,5.0,LOW,7.5,MEDIUM,6.7,True,False,True,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,CVE-2022-43551 (BDSA-2022-3659) ,"A vulnerability exists in curl <7.87.0 HSTS check that could be bypassed to trick it to keep using HTTP. Using its HSTS support, curl can be instructed to use HTTPS instead of using an insecure clear-text HTTP step even when HTTP is provided in the URL. However, the HSTS mechanism could be bypassed if the host name in the given URL first uses IDN characters that get replaced to ASCII counterparts as part of the IDN conversion. Like using the character UTF-8 U+3002 (IDEOGRAPHIC FULL STOP) instead of the common ASCII full stop (U+002E) `.`. Then in a subsequent request, it does not detect the HSTS state and makes a clear text transfer. Because it would store the info IDN encoded but look for it IDN decoded.","NVD, BDSA",2022-12-23T15:15:00.000Z,2023-01-10T15:44:00.000Z,0.0,LOW,7.5,HIGH,7.5,False,False,False,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,BDSA-2022-3660,"Curl contains a use-after-free vulnerability. An attacker could exploit this issue by requesting Curl to tunnel a specific protocol through an HTTP proxy which is intended or known to fail. The resulting heap-allocated struct used could result in a use-after-free, potentially leading to an application shutdown or crash.",BDSA,2022-12-21T13:52:04.925Z,2022-12-21T13:52:04.911Z,5.0,LOW,7.5,MEDIUM,6.5,False,True,True,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,CVE-2022-32221 (BDSA-2022-3049) ,"When doing HTTP(S) transfers, libcurl might erroneously use the read callback (`CURLOPT_READFUNCTION`) to ask for data to send, even when the `CURLOPT_POSTFIELDS` option has been set, if the same handle previously was used to issue a `PUT` request which used that callback. This flaw may surprise the application and cause it to misbehave and either send off the wrong data or use memory after free or similar in the subsequent `POST` request. The problem exists in the logic for a reused handle when it is changed from a PUT to a POST.","NVD, BDSA",2022-12-05T22:15:00.000Z,2023-01-23T20:15:00.000Z,0.0,LOW,9.8,CRITICAL,9.8,False,False,False,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,CVE-2022-42915 (BDSA-2022-3050) ,"curl before 7.86.0 has a double free. If curl is told to use an HTTP proxy for a transfer with a non-HTTP(S) URL, it sets up the connection to the remote server by issuing a CONNECT request to the proxy, and then tunnels the rest of the protocol through. An HTTP proxy might refuse this request (HTTP proxies often only allow outgoing connections to specific port numbers, like 443 for HTTPS) and instead return a non-200 status code to the client. Due to flaws in the error/cleanup handling, this could trigger a double free in curl if one of the following schemes were used in the URL for the transfer: dict, gopher, gophers, ldap, ldaps, rtmp, rtmps, or telnet. The earliest affected version is 7.77.0.","NVD, BDSA",2022-10-29T20:15:00.000Z,2023-01-23T20:15:00.000Z,0.0,LOW,9.8,CRITICAL,9.8,False,False,False,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,CVE-2022-42916 (BDSA-2022-3047) ,"In curl before 7.86.0, the HSTS check could be bypassed to trick it into staying with HTTP. Using its HSTS support, curl can be instructed to use HTTPS directly (instead of using an insecure cleartext HTTP step) even when HTTP is provided in the URL. This mechanism could be bypassed if the host name in the given URL uses IDN characters that get replaced with ASCII counterparts as part of the IDN conversion, e.g., using the character UTF-8 U+3002 (IDEOGRAPHIC FULL STOP) instead of the common ASCII full stop of U+002E (.). The earliest affected version is 7.77.0 2021-05-26.","NVD, BDSA",2022-10-29T02:15:00.000Z,2023-01-23T20:15:00.000Z,0.0,LOW,7.5,HIGH,7.5,False,False,False,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/fish/vendor_completions.d/curl.fish#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,curl,7.79.1,,"curl/curl:curl-7_79_1, curl/7.79.1-150400.1.5/x86_64","opensuse, github",UNSPECIFIED,"FILE_EXACT_FILE_MATCH, BINARY",https://curl.se/,False,curl License,Notice,CVE-2022-35252 (BDSA-2022-2385) ,"When curl is used to retrieve and parse cookies from a HTTP(S) server, itaccepts cookies using control codes that when later are sent back to a HTTPserver might make the server return 400 responses. Effectively allowing a""sister site"" to deny service to all siblings.","NVD, BDSA",2022-09-23T14:15:00.000Z,2023-01-23T20:15:00.000Z,0.0,LOW,3.7,LOW,3.7,False,False,False,NEW,,2023-01-26T01:07:46.050Z,7.83.1,7.83.1
